pod,start_time,ready_time,latency_sec,delete_latency_sec
benchmark-pod-containerd-1-1,2
benchmark-pod-containerd-1-2,1
benchmark-pod-containerd-2-1,2
benchmark-pod-containerd-2-2,1
benchmark-pod-containerd-3-1,1
benchmark-pod-containerd-3-2,1
benchmark-pod-containerd-4-1,1
benchmark-pod-containerd-4-2,1
benchmark-pod-containerd-5-1,1
benchmark-pod-containerd-5-2,1
benchmark-pod-containerd-6-1,1
benchmark-pod-containerd-6-2,1
benchmark-pod-containerd-7-1,1
benchmark-pod-containerd-7-2,2
benchmark-pod-containerd-8-1,2
benchmark-pod-containerd-8-2,1
benchmark-pod-containerd-9-1,1
benchmark-pod-containerd-9-2,1
benchmark-pod-containerd-10-1,1
benchmark-pod-containerd-10-2,1
benchmark-pod-containerd-11-1,1
benchmark-pod-containerd-11-2,1
benchmark-pod-containerd-12-1,1
benchmark-pod-containerd-12-2,1
benchmark-pod-containerd-13-1,1
benchmark-pod-containerd-13-2,1
benchmark-pod-containerd-14-1,1
benchmark-pod-containerd-14-2,1
benchmark-pod-containerd-15-1,1
benchmark-pod-containerd-15-2,1
benchmark-pod-containerd-16-1,1
benchmark-pod-containerd-16-2,1
benchmark-pod-containerd-17-1,1
benchmark-pod-containerd-17-2,1
benchmark-pod-containerd-18-1,1
benchmark-pod-containerd-18-2,1
benchmark-pod-containerd-19-1,1
benchmark-pod-containerd-19-2,1
benchmark-pod-containerd-20-1,1
benchmark-pod-containerd-20-2,1
benchmark-pod-containerd-21-1,1
benchmark-pod-containerd-21-2,1
benchmark-pod-containerd-22-1,1
benchmark-pod-containerd-22-2,1
benchmark-pod-containerd-23-1,1
benchmark-pod-containerd-23-2,1
benchmark-pod-containerd-24-1,1
benchmark-pod-containerd-24-2,1
benchmark-pod-containerd-25-1,1
benchmark-pod-containerd-25-2,1
benchmark-pod-containerd-26-1,1
benchmark-pod-containerd-26-2,1
benchmark-pod-containerd-27-1,1
benchmark-pod-containerd-27-2,1
benchmark-pod-containerd-28-1,1
benchmark-pod-containerd-28-2,0
benchmark-pod-containerd-29-1,0
benchmark-pod-containerd-29-2,0
benchmark-pod-containerd-30-1,0
benchmark-pod-containerd-30-2,0
benchmark-pod-containerd-31-1,0
benchmark-pod-containerd-31-2,0
benchmark-pod-containerd-32-1,0
benchmark-pod-containerd-32-2,0
benchmark-pod-containerd-33-1,0
benchmark-pod-containerd-33-2,0
benchmark-pod-containerd-34-1,0
benchmark-pod-containerd-34-2,0
benchmark-pod-containerd-35-1,0
benchmark-pod-containerd-35-2,0
benchmark-pod-containerd-36-1,0
benchmark-pod-containerd-36-2,1
benchmark-pod-containerd-37-1,0
benchmark-pod-containerd-37-2,0
benchmark-pod-containerd-38-1,0
benchmark-pod-containerd-38-2,0
benchmark-pod-containerd-39-1,0
benchmark-pod-containerd-39-2,0
benchmark-pod-containerd-40-1,0
benchmark-pod-containerd-40-2,0
benchmark-pod-containerd-41-1,0
benchmark-pod-containerd-41-2,0
benchmark-pod-containerd-42-1,0
benchmark-pod-containerd-42-2,0
benchmark-pod-containerd-43-1,0
benchmark-pod-containerd-43-2,0
benchmark-pod-containerd-44-1,0
benchmark-pod-containerd-44-2,0
benchmark-pod-containerd-45-1,1
benchmark-pod-containerd-45-2,1
benchmark-pod-containerd-46-1,1
benchmark-pod-containerd-46-2,1
benchmark-pod-containerd-47-1,1
benchmark-pod-containerd-47-2,1
benchmark-pod-containerd-48-1,1
benchmark-pod-containerd-48-2,1
benchmark-pod-containerd-49-1,1
benchmark-pod-containerd-49-2,1
benchmark-pod-containerd-50-1,1
benchmark-pod-containerd-50-2,1
benchmark-pod-containerd-51-1,1
benchmark-pod-containerd-51-2,1
benchmark-pod-containerd-52-1,1
benchmark-pod-containerd-52-2,1
benchmark-pod-containerd-53-1,1
benchmark-pod-containerd-53-2,1
benchmark-pod-containerd-54-1,1
benchmark-pod-containerd-54-2,1
benchmark-pod-containerd-55-1,1
benchmark-pod-containerd-55-2,1
benchmark-pod-containerd-56-1,1
benchmark-pod-containerd-56-2,1
benchmark-pod-containerd-57-1,1
benchmark-pod-containerd-57-2,1
benchmark-pod-containerd-58-1,1
benchmark-pod-containerd-58-2,1
benchmark-pod-containerd-59-1,1
benchmark-pod-containerd-59-2,1
benchmark-pod-containerd-60-1,1
benchmark-pod-containerd-60-2,1
benchmark-pod-containerd-61-1,1
benchmark-pod-containerd-61-2,1
benchmark-pod-containerd-62-1,1
benchmark-pod-containerd-62-2,1
benchmark-pod-containerd-63-1,1
benchmark-pod-containerd-63-2,1
benchmark-pod-containerd-64-1,1
benchmark-pod-containerd-64-2,1
benchmark-pod-containerd-65-1,1
benchmark-pod-containerd-65-2,1
benchmark-pod-containerd-66-1,1
benchmark-pod-containerd-66-2,1
benchmark-pod-containerd-67-1,1
benchmark-pod-containerd-67-2,1
benchmark-pod-containerd-68-1,1
benchmark-pod-containerd-68-2,1
benchmark-pod-containerd-69-1,1
benchmark-pod-containerd-69-2,1
benchmark-pod-containerd-70-1,1
benchmark-pod-containerd-70-2,1
benchmark-pod-containerd-71-1,1
benchmark-pod-containerd-71-2,1
benchmark-pod-containerd-72-1,1
benchmark-pod-containerd-72-2,1
benchmark-pod-containerd-73-1,1
benchmark-pod-containerd-73-2,1
benchmark-pod-containerd-74-1,1
benchmark-pod-containerd-74-2,1
benchmark-pod-containerd-75-1,1
benchmark-pod-containerd-75-2,1
benchmark-pod-containerd-76-1,1
benchmark-pod-containerd-76-2,0
benchmark-pod-containerd-77-1,0
benchmark-pod-containerd-77-2,0
benchmark-pod-containerd-78-1,1
benchmark-pod-containerd-78-2,0
benchmark-pod-containerd-79-1,0
benchmark-pod-containerd-79-2,0
benchmark-pod-containerd-80-1,0
benchmark-pod-containerd-80-2,0
benchmark-pod-containerd-81-1,0
benchmark-pod-containerd-81-2,0
benchmark-pod-containerd-82-1,0
benchmark-pod-containerd-82-2,0
benchmark-pod-containerd-83-1,0
benchmark-pod-containerd-83-2,0
benchmark-pod-containerd-84-1,0
benchmark-pod-containerd-84-2,0
benchmark-pod-containerd-85-1,0
benchmark-pod-containerd-85-2,0
benchmark-pod-containerd-86-1,0
benchmark-pod-containerd-86-2,0
benchmark-pod-containerd-87-1,0
benchmark-pod-containerd-87-2,0
benchmark-pod-containerd-88-1,0
benchmark-pod-containerd-88-2,0
benchmark-pod-containerd-89-1,0
benchmark-pod-containerd-89-2,0
benchmark-pod-containerd-90-1,0
benchmark-pod-containerd-90-2,0
benchmark-pod-containerd-91-1,0
benchmark-pod-containerd-91-2,0
benchmark-pod-containerd-92-1,0
benchmark-pod-containerd-92-2,0
benchmark-pod-containerd-93-1,0
benchmark-pod-containerd-93-2,0
benchmark-pod-containerd-94-1,1
benchmark-pod-containerd-94-2,1
benchmark-pod-containerd-95-1,1
benchmark-pod-containerd-95-2,1
benchmark-pod-containerd-96-1,1
benchmark-pod-containerd-96-2,1
benchmark-pod-containerd-97-1,2
benchmark-pod-containerd-97-2,2
benchmark-pod-containerd-98-1,1
benchmark-pod-containerd-98-2,2
benchmark-pod-containerd-99-1,1
benchmark-pod-containerd-99-2,1
benchmark-pod-containerd-100-1,2
benchmark-pod-containerd-100-2,2
